unique_id,ds,y,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
ECC|000000000010010453_McKesson Medical Surgical,2022/12/1,100,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/1/1,160,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1326
ECC|000000000010010453_McKesson Medical Surgical,2023/2/1,220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/3/1,460,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1326
ECC|000000000010010453_McKesson Medical Surgical,2023/4/1,400,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/5/1,80,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1326
ECC|000000000010010453_McKesson Medical Surgical,2023/6/1,0,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1326
ECC|000000000010010453_McKesson Medical Surgical,2023/7/1,80,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/8/1,20,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/9/1,280,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/10/1,120,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/11/1,0,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2023/12/1,80,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2024/1/1,300,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2024/2/1,0,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_McKesson Medical Surgical,2024/3/1,20,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1327
ECC|000000000010010453_McKesson Medical Surgical,2024/4/1,0,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1327
ECC|000000000010010453_McKesson Medical Surgical,2024/5/1,60,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,McKesson Medical Surgical,1325
ECC|000000000010010453_Medline Industries Inc,2019/2/1,5580,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/3/1,9260,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/4/1,5060,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2019/5/1,8920,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/6/1,3760,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/7/1,6740,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/8/1,4460,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2019/9/1,6840,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/10/1,9900,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2019/11/1,10320,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1327
ECC|000000000010010453_Medline Industries Inc,2019/12/1,9980,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2020/1/1,8640,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2020/2/1,6660,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2020/3/1,12160,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2020/4/1,7180,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1327
ECC|000000000010010453_Medline Industries Inc,2020/5/1,3820,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2020/6/1,4260,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2020/7/1,5520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2020/8/1,13320,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2020/9/1,6520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2020/10/1,7300,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2020/11/1,7400,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2020/12/1,7980,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2021/1/1,6180,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2021/2/1,7960,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2021/3/1,10860,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2021/4/1,5520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2021/5/1,6240,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2021/6/1,7900,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2021/7/1,11220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2021/8/1,11480,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2021/9/1,11820,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2021/10/1,11780,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2021/11/1,8900,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2021/12/1,10520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/1/1,8400,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2022/2/1,9260,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/3/1,12060,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/4/1,8980,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/5/1,11840,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/6/1,11300,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/7/1,6860,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2022/8/1,11620,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/9/1,13520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2022/10/1,9200,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2022/11/1,9180,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2022/12/1,12040,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1327
ECC|000000000010010453_Medline Industries Inc,2023/1/1,16400,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/2/1,10220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2023/3/1,15400,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/4/1,12480,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2023/5/1,12140,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/6/1,12440,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/7/1,11980,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/8/1,13680,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2023/9/1,14160,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/10/1,13640,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2023/11/1,10960,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2023/12/1,12000,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2024/1/1,10000,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2024/2/1,7240,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2024/3/1,12720,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1325
ECC|000000000010010453_Medline Industries Inc,2024/4/1,13860,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Medline Industries Inc,2024/5/1,10960,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Medline Industries Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/2/1,4580,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/3/1,1780,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2019/4/1,2040,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/5/1,2040,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/6/1,1100,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/7/1,3480,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/8/1,1740,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2019/9/1,2360,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/10/1,2500,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2019/11/1,1520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2019/12/1,2220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2020/1/1,2720,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2020/2/1,1500,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2020/3/1,1220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2020/4/1,2220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2020/5/1,2420,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2020/6/1,1080,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2020/7/1,1780,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2020/8/1,1760,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2020/9/1,1180,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2020/10/1,2380,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2020/11/1,1420,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2020/12/1,1500,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2021/1/1,2420,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2021/2/1,2080,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2021/3/1,2220,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2021/4/1,1380,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/5/1,2100,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/6/1,2440,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/7/1,1840,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/8/1,1480,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/9/1,2500,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/10/1,3980,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2021/11/1,4240,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2021/12/1,2200,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2022/1/1,3520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/2/1,1140,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2022/3/1,2740,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/4/1,6320,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/5/1,940,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/6/1,2580,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1327
ECC|000000000010010453_Owens & Minor Inc,2022/7/1,3780,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/8/1,3520,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/9/1,5440,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/10/1,1760,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2022/11/1,2620,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2022/12/1,2860,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/1/1,4860,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2023/2/1,2060,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/3/1,3600,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/4/1,960,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2023/5/1,1700,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/6/1,3500,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/7/1,3140,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/8/1,2740,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2023/9/1,2340,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2023/10/1,2140,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2023/11/1,3060,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2023/12/1,3980,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2024/1/1,2680,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2024/2/1,5080,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2024/3/1,7140,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1325
ECC|000000000010010453_Owens & Minor Inc,2024/4/1,12640,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010453_Owens & Minor Inc,2024/5/1,4340,ECC,10010453,ECC|000000000010010453,IV Pump Delivery,Alaris Medley LVP,Filters,Owens & Minor Inc,1326
ECC|000000000010010454_All Other,2019/2/1,23140,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1327
ECC|000000000010010454_All Other,2019/3/1,34720,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
ECC|000000000010010454_All Other,2019/4/1,39140,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
ECC|000000000010010454_All Other,2019/5/1,14880,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1327
ECC|000000000010010454_All Other,2019/6/1,46240,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1325
ECC|000000000010010454_All Other,2019/7/1,38640,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
ECC|000000000010010454_All Other,2019/8/1,28540,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1327
ECC|000000000010010454_All Other,2019/9/1,41500,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
ECC|000000000010010454_All Other,2019/10/1,33320,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
ECC|000000000010010454_All Other,2019/11/1,24860,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
ECC|000000000010010454_All Other,2019/12/1,29600,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1325
ECC|000000000010010454_All Other,2020/1/1,47060,ECC,10010454,ECC|000000000010010454,IV Pump Delivery,Alaris Medley LVP,Filters,All Other,1326
