feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
2016-06-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,11.7
2016-07-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,8.4
2016-08-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,2.4000000000000004
2016-09-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,7.2
2016-10-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,9.2
2016-11-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,6.300000000000001
2016-12-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,8.4
2017-01-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,3.4000000000000004
2017-02-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,3.8
2017-03-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,6.6
2017-04-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,4.3
2017-05-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,6.0
2017-06-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,4.6
2017-07-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,8.6
2017-08-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,5.6
2017-09-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,9.1
2017-10-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,4.4
2017-11-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,10.8
2017-12-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,12.400000000000002
2018-01-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,11.5
2018-02-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,3.4
2018-03-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,4.5
2018-04-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,3.8
2018-05-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,3.8
2018-06-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,7.0
2018-07-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,7.5
2018-08-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,7.200000000000001
2018-09-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,7.4
2018-11-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,0.9
2018-12-01,6f6d7ea73f8b34354a3ecc69f872abfd,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,916801e9d86c4ddd729011c6e8d51e68,3.5
2016-01-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,4.3340000000000005
2016-02-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,7.999999999999999
2016-03-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,41.88900000000001
2016-04-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,24.963
2016-05-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,20.148
2016-06-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,19.47
2016-07-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,15.02
2016-08-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,17.1
2016-09-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,11.0
2016-10-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,13.0
2016-11-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,18.14
2016-12-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,13.51
2017-01-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,5.43
2017-02-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,10.6
2017-03-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,9.6
2017-04-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,6.699999999999999
2017-05-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,12.205
2017-06-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,6.724
2017-07-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,20.6
2017-08-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,9.0
2017-09-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,13.1
2017-10-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,5.0
2017-11-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,23.2
2017-12-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,18.2
2018-01-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,31.1
2018-02-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,16.0
2018-03-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,7.6
2018-04-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,23.79
2018-05-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,27.200000000000003
2018-06-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,62.5
2018-07-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,26.800000000000004
2018-08-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,13.9
2018-09-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,17.3
2018-10-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,2.0
2018-11-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,7.462
2018-12-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,6f4922f45568161a8cdf4ad2299f6d23,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,10.358
2016-01-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,9.406000000000002
2016-02-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,4.295
2016-03-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,16.288
2016-04-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,6.614999999999999
2016-05-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,8.249000000000002
2016-06-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,8.296000000000001
2016-07-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,6.094
2016-08-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,14.146
2016-09-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,11.175999999999997
2016-10-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,6.054
2016-11-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,12.501
2016-12-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,10.547
2017-02-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,8.530000000000001
2017-03-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,2.252
2017-04-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,13.878000000000002
2017-05-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,4.582000000000001
2017-06-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,7.166999999999999
2017-07-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,4.186999999999999
2017-08-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,5.002000000000001
2017-09-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.1699999999999999
2017-10-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.1
2017-11-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.206
2017-12-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.54
2018-01-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.44
2018-02-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.06
2018-03-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,2.4400000000000004
2018-04-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.1
2018-05-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,1.29
2018-06-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.01
2018-07-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.505
2018-08-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.03
2018-09-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.27
2018-10-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.5
2018-11-01,8c96a3d5e1a41ee7925daa5a4dc0c25a,9bf31c7ff062936a96d3c8bd1f8f2ff3,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,828e8752b0145c436ff3df6c1c857cd0,0.2
2016-01-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,6.159
2016-02-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.026
2016-03-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,10.37
2016-04-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,1.918
2016-05-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.338
2016-06-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,0.5630000000000001
2016-07-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,2.33
2016-08-01,9f9e8cba3700df6a947a8cf91035ab84,33e75ff09dd601bbe69f351039152189,e0b6a143ffa58a10dad204db33440d1c,7fc56270e7a70fa81a5935b72eacbe29,6e5a24d315dfd580a31d1ce3c36dc709,12.875
